"","author","title","sentence_nr","words","kind","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","sentiment"
"3747","Eliot, George","Middlemarch",4000,"Rosamond Vincy","person",0,0,0,0,4,4,12,0,0,0,8
"3748","Eliot, George","Middlemarch",4000,"Middlemarch","location",0,0,0,0,4,4,12,0,0,0,8
"3749","Eliot, George","Middlemarch",4000,"Caleb Garth","person",0,0,0,0,4,4,12,0,0,0,8
"3750","Eliot, George","Middlemarch",4001,"Mr Garth","person",2,4,0,0,2,2,6,0,0,2,4
"3751","Eliot, George","Middlemarch",4001,"Hill","location",2,4,0,0,2,2,6,0,0,2,4
"3752","Eliot, George","Middlemarch",4002,"Eden","person",1,0,1,2,2,2,5,4,0,3,3
"3753","Eliot, George","Middlemarch",4003,"Mark","person",6,6,6,6,6,18,18,6,0,12,0
"3754","Eliot, George","Middlemarch",4003,"Mrs Vincy","person",6,6,6,6,6,18,18,6,0,12,0
"3755","Eliot, George","Middlemarch",4003,"Rosamond Vincy","person",6,6,6,6,6,18,18,6,0,12,0
"3756","Eliot, George","Middlemarch",4003,"Lindley Murray","person",6,6,6,6,6,18,18,6,0,12,0
"3757","Eliot, George","Middlemarch",4003,"Mangnall","location",6,6,6,6,6,18,18,6,0,12,0
"3758","Eliot, George","Middlemarch",4003,"Mrs Garth","person",6,6,6,6,6,18,18,6,0,12,0
"3759","Eliot, George","Middlemarch",4004,"Mr Featherstone","person",0,0,0,5,5,5,5,0,5,5,0
"3760","Eliot, George","Middlemarch",4004,"Fred Vincy","person",0,0,0,5,5,5,5,0,5,5,0
"3761","Eliot, George","Middlemarch",4004,"Mrs Vincy","person",0,0,0,5,5,5,5,0,5,5,0
"3762","Eliot, George","Middlemarch",4004,"Mary Garth","person",0,0,0,5,5,5,5,0,5,5,0
"3763","Eliot, George","Middlemarch",4004,"Rosamond Vincy","person",0,0,0,5,5,5,5,0,5,5,0
"3764","Eliot, George","Middlemarch",4005,"Fred Vincy","person",0,0,0,0,3,6,6,3,0,3,0
"3765","Eliot, George","Middlemarch",4005,"Mary Garth","person",0,0,0,0,3,6,6,3,0,3,0
"3766","Eliot, George","Middlemarch",4005,"Mrs Garth","person",0,0,0,0,3,6,6,3,0,3,0
"3767","Eliot, George","Middlemarch",4007,"Fred Vincy","person",6,2,2,6,0,8,4,6,0,6,-4
"3768","Eliot, George","Middlemarch",4007,"Caleb Garth","person",6,2,2,6,0,8,4,6,0,6,-4
"3769","Eliot, George","Middlemarch",4008,"Caleb Garth","person",1,0,0,0,0,1,0,0,0,0,-1
"3770","Eliot, George","Middlemarch",4009,NA,NA,0,0,0,0,0,1,0,0,0,0,-1
"3771","Eliot, George","Middlemarch",4010,NA,NA,0,0,1,1,0,2,2,1,0,0,0
"3772","Eliot, George","Middlemarch",4012,NA,NA,2,0,1,2,0,2,0,1,0,0,-2
"3773","Eliot, George","Middlemarch",4013,"Fred Vincy","person",2,6,0,4,8,4,14,2,4,14,10
"3774","Eliot, George","Middlemarch",4013,"Caleb Garth","person",2,6,0,4,8,4,14,2,4,14,10
"3775","Eliot, George","Middlemarch",4014,"Caleb Garth","person",0,0,0,2,2,4,6,4,0,2,2
"3776","Eliot, George","Middlemarch",4014,"Howe","person",0,0,0,2,2,4,6,4,0,2,2
"3777","Eliot, George","Middlemarch",4015,NA,NA,0,1,0,0,1,0,2,0,1,1,2
"3778","Eliot, George","Middlemarch",4016,NA,NA,0,1,0,0,0,0,0,0,0,0,0
"3779","Eliot, George","Middlemarch",4017,"Caleb Garth","person",0,0,0,0,0,0,0,0,0,1,0
"3780","Eliot, George","Middlemarch",4018,"Sir James","person",0,2,0,0,0,2,2,0,0,2,0
"3781","Eliot, George","Middlemarch",4018,"Fred Vincy","person",0,2,0,0,0,2,2,0,0,2,0
"3782","Eliot, George","Middlemarch",4019,"Mrs Garth","person",0,0,2,0,0,2,2,0,2,2,0
"3783","Eliot, George","Middlemarch",4019,"Caleb Garth","person",0,0,2,0,0,2,2,0,2,2,0
"3784","Eliot, George","Middlemarch",4020,"Fred Vincy","person",1,3,1,1,1,1,5,1,1,1,4
"3785","Eliot, George","Middlemarch",4021,"Eden","person",1,0,1,2,0,3,0,1,2,1,-3
"3786","Eliot, George","Middlemarch",4023,"Mr Featherstone","person",3,0,0,0,9,6,15,0,3,6,9
"3787","Eliot, George","Middlemarch",4023,"Fred Vincy","person",3,0,0,0,9,6,15,0,3,6,9
"3788","Eliot, George","Middlemarch",4023,"Elle","person",3,0,0,0,9,6,15,0,3,6,9
"3789","Eliot, George","Middlemarch",4024,"Fred Vincy","person",0,3,0,3,3,3,12,3,6,3,9
"3790","Eliot, George","Middlemarch",4024,"Rosamond Vincy","person",0,3,0,3,3,3,12,3,6,3,9
"3791","Eliot, George","Middlemarch",4024,"Middlemarch","location",0,3,0,3,3,3,12,3,6,3,9
"3792","Eliot, George","Middlemarch",4025,"Fred Vincy","person",0,2,0,0,2,4,4,2,4,0,0
"3793","Eliot, George","Middlemarch",4025,"Howe","person",0,2,0,0,2,4,4,2,4,0,0
"3794","Eliot, George","Middlemarch",4027,"Fred Vincy","person",2,1,0,0,0,4,2,0,1,3,-2
"3795","Eliot, George","Middlemarch",4028,NA,NA,1,1,0,0,0,2,1,0,0,1,-1
"3796","Eliot, George","Middlemarch",4029,"Fred Vincy","person",4,2,2,0,2,8,4,2,2,6,-4
"3797","Eliot, George","Middlemarch",4029,"Rosamond Vincy","person",4,2,2,0,2,8,4,2,2,6,-4
"3798","Eliot, George","Middlemarch",4030,"Fred Vincy","person",0,1,0,0,1,2,2,1,0,1,0
"3799","Eliot, George","Middlemarch",4031,"Mr Garth","person",0,1,0,0,1,0,2,1,2,0,2
"3800","Eliot, George","Middlemarch",4032,"Fred Vincy","person",2,8,2,8,2,12,6,2,6,0,-6
"3801","Eliot, George","Middlemarch",4032,"Joy","person",2,8,2,8,2,12,6,2,6,0,-6
"3802","Eliot, George","Middlemarch",4033,NA,NA,0,2,0,0,3,0,4,0,0,3,4
"3803","Eliot, George","Middlemarch",4034,"Fred Vincy","person",4,4,0,2,2,2,2,0,2,2,0
"3804","Eliot, George","Middlemarch",4034,"Bill","person",4,4,0,2,2,2,2,0,2,2,0
"3805","Eliot, George","Middlemarch",4035,"Fred Vincy","person",1,3,0,0,4,2,5,1,1,4,3
"3806","Eliot, George","Middlemarch",4036,"Mr Vincy","person",2,0,0,0,0,2,2,0,0,6,0
"3807","Eliot, George","Middlemarch",4036,"Rosamond Vincy","person",2,0,0,0,0,2,2,0,0,6,0
"3808","Eliot, George","Middlemarch",4037,"Fred Vincy","person",4,4,2,6,0,4,4,2,0,2,0
"3809","Eliot, George","Middlemarch",4037,"Bill","person",4,4,2,6,0,4,4,2,0,2,0
"3810","Eliot, George","Middlemarch",4038,"Mary Garth","person",0,2,0,4,2,4,6,0,0,2,2
"3811","Eliot, George","Middlemarch",4038,"Mr Garth","person",0,2,0,4,2,4,6,0,0,2,2
"3812","Eliot, George","Middlemarch",4039,NA,NA,1,4,0,0,2,2,3,0,2,3,1
"3813","Eliot, George","Middlemarch",4040,NA,NA,1,0,0,1,0,2,0,2,3,0,-2
"3814","Eliot, George","Middlemarch",4042,"Fred Vincy","person",0,1,0,0,1,1,1,1,0,1,0
"3815","Eliot, George","Middlemarch",4043,"Fred Vincy","person",0,3,0,3,0,3,12,3,0,6,9
"3816","Eliot, George","Middlemarch",4043,"Rosamond Vincy","person",0,3,0,3,0,3,12,3,0,6,9
"3817","Eliot, George","Middlemarch",4043,"Middlemarch","location",0,3,0,3,0,3,12,3,0,6,9
"3818","Eliot, George","Middlemarch",4044,"Fred Vincy","person",0,4,0,2,2,4,14,0,2,2,10
"3819","Eliot, George","Middlemarch",4044,"Anne","person",0,4,0,2,2,4,14,0,2,2,10
"3820","Eliot, George","Middlemarch",4045,"George","person",2,2,2,4,0,4,8,2,0,8,4
"3821","Eliot, George","Middlemarch",4045,"Elle","person",2,2,2,4,0,4,8,2,0,8,4
"3822","Eliot, George","Middlemarch",4048,"England","location",2,2,1,2,2,0,2,0,1,1,2
"3823","Eliot, George","Middlemarch",4049,"Fred Vincy","person",0,0,0,0,0,0,6,0,0,2,6
"3824","Eliot, George","Middlemarch",4049,"Mr Horrock","person",0,0,0,0,0,0,6,0,0,2,6
"3825","Eliot, George","Middlemarch",4050,"Mr Horrock","person",0,0,0,0,0,0,1,1,0,1,1
"3826","Eliot, George","Middlemarch",4051,"Fred Vincy","person",3,2,2,4,2,3,3,3,1,3,0
"3827","Eliot, George","Middlemarch",4052,NA,NA,0,0,0,0,0,0,0,0,1,0,0
"3828","Eliot, George","Middlemarch",4053,"Mr Bambridge","person",0,0,0,0,0,0,2,0,0,2,2
"3829","Eliot, George","Middlemarch",4053,"Anne","person",0,0,0,0,0,0,2,0,0,2,2
"3830","Eliot, George","Middlemarch",4055,NA,NA,1,0,1,0,0,2,1,1,0,1,-1
"3831","Eliot, George","Middlemarch",4057,NA,NA,1,0,0,0,0,3,1,1,0,0,-2
"3832","Eliot, George","Middlemarch",4058,"Middlemarch","location",0,0,0,3,3,0,3,0,0,3,3
"3833","Eliot, George","Middlemarch",4058,"Mr Bambridge","person",0,0,0,3,3,0,3,0,0,3,3
"3834","Eliot, George","Middlemarch",4058,"Bill","person",0,0,0,3,3,0,3,0,0,3,3
"3835","Eliot, George","Middlemarch",4060,"Mr Bambridge","person",0,0,0,0,1,0,1,0,0,1,1
"3836","Eliot, George","Middlemarch",4061,"Fred Vincy","person",0,0,0,0,0,0,3,0,0,3,3
"3837","Eliot, George","Middlemarch",4062,"Mr Bambridge","person",0,0,1,0,0,1,0,0,0,0,-1
"3838","Eliot, George","Middlemarch",4063,NA,NA,0,0,0,0,0,1,0,1,0,0,-1
"3839","Eliot, George","Middlemarch",4064,NA,NA,1,0,1,1,0,1,2,1,0,1,1
"3840","Eliot, George","Middlemarch",4065,"Rosamond Vincy","person",1,0,1,1,0,1,0,1,0,0,-1
"3841","Eliot, George","Middlemarch",4066,NA,NA,1,0,0,1,0,1,0,1,0,1,-1
"3842","Eliot, George","Middlemarch",4068,NA,NA,0,1,0,1,1,1,1,1,1,1,0
"3843","Eliot, George","Middlemarch",4070,NA,NA,0,0,0,0,0,1,0,0,0,0,-1
"3844","Eliot, George","Middlemarch",4071,NA,NA,1,0,1,1,0,2,0,1,0,1,-2
"3845","Eliot, George","Middlemarch",4072,"Fred Vincy","person",1,0,0,1,0,2,1,1,0,1,-1
"3846","Eliot, George","Middlemarch",4073,"Mr Bambridge","person",1,0,1,0,0,1,0,1,0,0,-1
"3847","Eliot, George","Middlemarch",4074,"Fred Vincy","person",0,0,0,0,0,0,0,0,0,1,0
"3848","Eliot, George","Middlemarch",4076,"Fred Vincy","person",0,0,0,0,2,0,3,0,0,1,3
"3849","Eliot, George","Middlemarch",4077,"Mr Horrock","person",0,0,0,0,0,0,1,0,0,1,1
"3850","Eliot, George","Middlemarch",4078,"Fred Vincy","person",1,1,0,1,1,2,2,0,1,3,0
"3851","Eliot, George","Middlemarch",4079,"Fred Vincy","person",0,2,0,0,1,0,3,0,1,3,3
"3852","Eliot, George","Middlemarch",4080,"Mr Bambridge","person",0,2,0,2,1,1,3,1,0,0,2
"3853","Eliot, George","Middlemarch",4082,NA,NA,0,2,0,1,0,1,1,2,0,1,0
"3854","Eliot, George","Middlemarch",4083,"San","location",2,1,2,2,0,2,1,2,0,1,-1
"3855","Eliot, George","Middlemarch",4084,"Fred Vincy","person",2,2,1,1,2,2,4,1,2,5,2
"3856","Eliot, George","Middlemarch",4085,"Fred Vincy","person",0,0,0,1,0,2,1,0,0,1,-1
"3857","Eliot, George","Middlemarch",4086,NA,NA,0,0,0,0,1,0,2,0,0,2,2
"3858","Eliot, George","Middlemarch",4087,NA,NA,0,0,0,0,0,0,1,0,0,0,1
"3859","Eliot, George","Middlemarch",4088,"Fred Vincy","person",0,0,8,0,0,4,4,4,0,12,0
"3860","Eliot, George","Middlemarch",4088,"Lord Medlicote","person",0,0,8,0,0,4,4,4,0,12,0
"3861","Eliot, George","Middlemarch",4088,"Lord","person",0,0,8,0,0,4,4,4,0,12,0
"3862","Eliot, George","Middlemarch",4088,"Gray","person",0,0,8,0,0,4,4,4,0,12,0
"3863","Eliot, George","Middlemarch",4089,NA,NA,0,0,0,1,0,2,0,2,0,0,-2
"3864","Eliot, George","Middlemarch",4090,NA,NA,0,0,0,0,1,0,1,0,0,1,1
"3865","Eliot, George","Middlemarch",4091,"Fred Vincy","person",0,0,0,0,0,0,1,0,1,1,1
"3866","Eliot, George","Middlemarch",4092,"Fred Vincy","person",0,0,0,0,1,0,3,0,0,1,3
"3867","Eliot, George","Middlemarch",4093,"Fred Vincy","person",0,0,0,0,0,3,0,0,0,6,-3
"3868","Eliot, George","Middlemarch",4093,"Mr Garth","person",0,0,0,0,0,3,0,0,0,6,-3
"3869","Eliot, George","Middlemarch",4093,"Bill","person",0,0,0,0,0,3,0,0,0,6,-3
"3870","Eliot, George","Middlemarch",4094,"Earl","person",1,2,0,0,0,1,1,1,1,0,0
"3871","Eliot, George","Middlemarch",4095,NA,NA,1,0,1,1,0,1,0,0,0,0,-1
"3872","Eliot, George","Middlemarch",4096,NA,NA,1,0,0,0,0,1,1,0,1,1,0
"3873","Eliot, George","Middlemarch",4097,"Fred Vincy","person",4,4,12,4,4,4,12,4,0,16,8
"3874","Eliot, George","Middlemarch",4097,"Elle","person",4,4,12,4,4,4,12,4,0,16,8
"3875","Eliot, George","Middlemarch",4097,"Ellen","person",4,4,12,4,4,4,12,4,0,16,8
"3876","Eliot, George","Middlemarch",4097,"Gray","person",4,4,12,4,4,4,12,4,0,16,8
"3877","Eliot, George","Middlemarch",4098,"Fresh","location",0,1,0,1,1,1,2,1,0,1,1
"3878","Eliot, George","Middlemarch",4100,NA,NA,1,0,0,2,0,2,1,2,0,0,-1
"3879","Eliot, George","Middlemarch",4102,"Fred Vincy","person",0,2,0,2,2,2,2,2,2,0,0
"3880","Eliot, George","Middlemarch",4102,"Rosamond Vincy","person",0,2,0,2,2,2,2,2,2,0,0
"3881","Eliot, George","Middlemarch",4103,"Mark","person",12,3,9,6,6,12,15,6,3,15,3
"3882","Eliot, George","Middlemarch",4103,"Lord Medlicote","person",12,3,9,6,6,12,15,6,3,15,3
"3883","Eliot, George","Middlemarch",4103,"Lord","person",12,3,9,6,6,12,15,6,3,15,3
"3884","Eliot, George","Middlemarch",4104,NA,NA,1,0,1,1,1,1,3,1,1,0,2
"3885","Eliot, George","Middlemarch",4105,"Fred Vincy","person",0,0,0,2,0,2,4,2,2,2,2
"3886","Eliot, George","Middlemarch",4105,"Bill","person",0,0,0,2,0,2,4,2,2,2,2
"3887","Eliot, George","Middlemarch",4106,"Fred Vincy","person",6,6,3,9,3,12,3,9,6,9,-9
"3888","Eliot, George","Middlemarch",4106,"Mr Garth","person",6,6,3,9,3,12,3,9,6,9,-9
"3889","Eliot, George","Middlemarch",4106,"Martin","person",6,6,3,9,3,12,3,9,6,9,-9
"3890","Eliot, George","Middlemarch",4107,"Mr Garth","person",0,0,0,0,0,0,1,0,0,1,1
"3891","Eliot, George","Middlemarch",4108,"Fred Vincy","person",4,0,3,2,0,6,2,2,1,2,-4
"3892","Eliot, George","Middlemarch",4109,"Mary Garth","person",9,3,0,3,0,9,3,0,0,3,-6
"3893","Eliot, George","Middlemarch",4109,"Mr Garth","person",9,3,0,3,0,9,3,0,0,3,-6
"3894","Eliot, George","Middlemarch",4109,"Stone Court","location",9,3,0,3,0,9,3,0,0,3,-6
"3895","Eliot, George","Middlemarch",4110,"Fred Vincy","person",0,0,3,0,3,6,15,6,0,6,9
"3896","Eliot, George","Middlemarch",4110,"Mary Garth","person",0,0,3,0,3,6,15,6,0,6,9
"3897","Eliot, George","Middlemarch",4110,"San","location",0,0,3,0,3,6,15,6,0,6,9
"3898","Eliot, George","Middlemarch",4111,"Fred Vincy","person",0,0,0,0,2,0,2,0,0,0,2
"3899","Eliot, George","Middlemarch",4111,"Rosamond Vincy","person",0,0,0,0,2,0,2,0,0,0,2
"3900","Eliot, George","Middlemarch",4112,NA,NA,0,1,0,0,1,0,3,0,0,1,3
"3901","Eliot, George","Middlemarch",4113,"Fred Vincy","person",0,2,0,0,2,0,4,0,0,2,4
"3902","Eliot, George","Middlemarch",4113,"Mary Garth","person",0,2,0,0,2,0,4,0,0,2,4
"3903","Eliot, George","Middlemarch",4114,"Fred Vincy","person",0,0,0,0,0,2,2,0,0,0,0
"3904","Eliot, George","Middlemarch",4114,"Mr Garth","person",0,0,0,0,0,2,2,0,0,0,0
"3905","Eliot, George","Middlemarch",4117,"Fred Vincy","person",0,6,0,3,3,3,9,3,6,3,6
"3906","Eliot, George","Middlemarch",4117,"Mrs Garth","person",0,6,0,3,3,3,9,3,6,3,6
"3907","Eliot, George","Middlemarch",4117,"San","location",0,6,0,3,3,3,9,3,6,3,6
"3908","Eliot, George","Middlemarch",4118,"Mary Garth","person",1,0,1,0,0,1,0,1,0,0,-1
"3909","Eliot, George","Middlemarch",4119,"Mrs Garth","person",1,1,0,1,1,0,3,0,1,1,3
"3910","Eliot, George","Middlemarch",4120,NA,NA,0,0,0,0,0,0,1,0,0,0,1
"3911","Eliot, George","Middlemarch",4121,"Earl","person",0,0,0,0,0,1,0,0,0,0,-1
"3912","Eliot, George","Middlemarch",4122,"Mr Garth","person",1,0,1,0,1,2,2,1,0,0,0
"3913","Eliot, George","Middlemarch",4123,"Mrs Garth","person",0,1,0,0,1,1,2,0,0,1,1
"3914","Eliot, George","Middlemarch",4124,"Middlemarch","location",1,1,0,1,1,2,2,1,0,1,0
"3915","Eliot, George","Middlemarch",4126,"Mrs Garth","person",1,1,0,0,0,3,3,0,0,3,0
"3916","Eliot, George","Middlemarch",4127,NA,NA,0,0,0,0,0,0,1,0,0,0,1
"3917","Eliot, George","Middlemarch",4128,"Elle","person",0,2,0,0,6,4,6,0,0,6,2
"3918","Eliot, George","Middlemarch",4128,"Ellen","person",0,2,0,0,6,4,6,0,0,6,2
"3919","Eliot, George","Middlemarch",4129,"Mark","person",1,0,0,0,1,2,2,2,1,1,0
"3920","Eliot, George","Middlemarch",4130,"Mrs Garth","person",0,0,0,0,0,0,1,0,0,0,1
"3921","Eliot, George","Middlemarch",4131,"Fred Vincy","person",3,9,3,3,12,9,18,3,6,12,9
"3922","Eliot, George","Middlemarch",4131,"Mary Garth","person",3,9,3,3,12,9,18,3,6,12,9
"3923","Eliot, George","Middlemarch",4131,"Rosamond Vincy","person",3,9,3,3,12,9,18,3,6,12,9
"3924","Eliot, George","Middlemarch",4133,"Caleb Garth","person",0,3,3,0,0,3,3,3,0,0,0
"3925","Eliot, George","Middlemarch",4133,"Earl","person",0,3,3,0,0,3,3,3,0,0,0
"3926","Eliot, George","Middlemarch",4133,"San","location",0,3,3,0,0,3,3,3,0,0,0
"3927","Eliot, George","Middlemarch",4134,"Mrs Garth","person",0,2,0,0,2,0,6,0,2,2,6
"3928","Eliot, George","Middlemarch",4134,"Sally","person",0,2,0,0,2,0,6,0,2,2,6
"3929","Eliot, George","Middlemarch",4136,"Mrs Garth","person",2,0,0,0,4,0,8,0,0,2,8
"3930","Eliot, George","Middlemarch",4136,"Yap","person",2,0,0,0,4,0,8,0,0,2,8
"3931","Eliot, George","Middlemarch",4137,"Mark","person",0,0,0,0,2,0,8,0,2,4,8
"3932","Eliot, George","Middlemarch",4137,"Mary Garth","person",0,0,0,0,2,0,8,0,2,4,8
"3933","Eliot, George","Middlemarch",4138,"Mark","person",0,4,0,0,2,0,2,0,0,4,2
"3934","Eliot, George","Middlemarch",4138,"French","location",0,4,0,0,2,0,2,0,0,4,2
"3935","Eliot, George","Middlemarch",4139,"Mrs Garth","person",1,5,0,1,5,4,10,2,1,4,6
"3936","Eliot, George","Middlemarch",4141,"Lindley Murray","person",1,1,1,1,2,2,2,1,1,1,0
"3937","Eliot, George","Middlemarch",4145,"Mrs Garth","person",0,0,0,0,1,0,2,0,1,1,2
"3938","Eliot, George","Middlemarch",4147,"Letty","location",0,0,0,0,1,0,2,0,0,0,2
"3939","Eliot, George","Middlemarch",4149,"Mrs Garth","person",0,0,0,0,0,0,0,0,0,1,0
"3940","Eliot, George","Middlemarch",4151,NA,NA,0,0,0,0,0,0,1,0,0,0,1
"3941","Eliot, George","Middlemarch",4153,NA,NA,2,0,0,0,0,5,0,0,0,0,-5
"3942","Eliot, George","Middlemarch",4156,"Mrs Garth","person",2,0,0,0,0,3,0,0,0,0,-3
"3943","Eliot, George","Middlemarch",4158,"Letty","location",1,0,0,0,0,0,0,0,0,0,0
"3944","Eliot, George","Middlemarch",4162,NA,NA,0,0,0,0,0,0,1,0,0,2,1
"3945","Eliot, George","Middlemarch",4163,NA,NA,1,0,0,1,0,1,0,0,0,0,-1
"3946","Eliot, George","Middlemarch",4164,NA,NA,0,1,0,0,1,1,1,1,0,1,0
"3947","Eliot, George","Middlemarch",4165,"Letty","location",1,1,1,0,1,2,1,2,0,1,-1
"3948","Eliot, George","Middlemarch",4167,"Letty","location",0,1,1,0,1,2,1,2,0,1,-1
"3949","Eliot, George","Middlemarch",4168,NA,NA,0,0,0,0,0,0,1,0,0,1,1
"3950","Eliot, George","Middlemarch",4169,NA,NA,1,0,1,0,0,1,0,1,0,0,-1
"3951","Eliot, George","Middlemarch",4170,NA,NA,0,0,0,0,1,0,1,0,0,0,1
"3952","Eliot, George","Middlemarch",4171,"Letty","location",3,1,3,3,0,3,2,3,0,1,-1
"3953","Eliot, George","Middlemarch",4172,"Letty","location",1,2,0,3,2,4,5,2,1,2,1
"3954","Eliot, George","Middlemarch",4174,NA,NA,0,0,0,0,0,0,1,0,0,1,1
"3955","Eliot, George","Middlemarch",4175,"Mrs Garth","person",0,0,1,0,0,1,1,0,0,0,0
"3956","Eliot, George","Middlemarch",4178,"Fred Vincy","person",0,2,0,0,2,2,2,2,0,4,0
"3957","Eliot, George","Middlemarch",4178,"Letty","location",0,2,0,0,2,2,2,2,0,4,0
"3958","Eliot, George","Middlemarch",4179,"Mrs Garth","person",0,1,0,0,0,0,2,1,0,1,2
"3959","Eliot, George","Middlemarch",4180,"Letty","location",0,0,0,0,0,0,1,0,0,1,1
"3960","Eliot, George","Middlemarch",4181,"Fred Vincy","person",3,3,3,6,6,3,6,3,9,3,3
"3961","Eliot, George","Middlemarch",4181,"Mrs Garth","person",3,3,3,6,6,3,6,3,9,3,3
"3962","Eliot, George","Middlemarch",4181,"Earl","person",3,3,3,6,6,3,6,3,9,3,3
"3963","Eliot, George","Middlemarch",4184,"Fred Vincy","person",0,4,0,4,0,4,0,4,0,4,-4
"3964","Eliot, George","Middlemarch",4184,"Mrs Garth","person",0,4,0,4,0,4,0,4,0,4,-4
"3965","Eliot, George","Middlemarch",4184,"Mr Garth","person",0,4,0,4,0,4,0,4,0,4,-4
"3966","Eliot, George","Middlemarch",4184,"Bill","person",0,4,0,4,0,4,0,4,0,4,-4
"3967","Eliot, George","Middlemarch",4185,"Fred Vincy","person",0,0,0,0,0,0,0,0,0,3,0
"3968","Eliot, George","Middlemarch",4185,"Mrs Garth","person",0,0,0,0,0,0,0,0,0,3,0
"3969","Eliot, George","Middlemarch",4185,"Caleb Garth","person",0,0,0,0,0,0,0,0,0,3,0
"3970","Eliot, George","Middlemarch",4188,"Fred Vincy","person",1,0,0,0,0,1,1,0,0,0,0
"3971","Eliot, George","Middlemarch",4190,NA,NA,1,0,0,0,0,1,0,0,0,0,-1
"3972","Eliot, George","Middlemarch",4191,NA,NA,1,0,0,0,0,1,0,0,0,0,-1
"3973","Eliot, George","Middlemarch",4192,"Fred Vincy","person",1,1,0,1,1,1,1,0,1,1,0
"3974","Eliot, George","Middlemarch",4194,NA,NA,0,1,0,0,0,0,0,0,0,0,0
"3975","Eliot, George","Middlemarch",4195,NA,NA,0,0,0,0,0,0,0,0,0,1,0
"3976","Eliot, George","Middlemarch",4196,"Fred Vincy","person",0,0,3,0,0,3,0,3,0,0,-3
"3977","Eliot, George","Middlemarch",4196,"Mary Garth","person",0,0,3,0,0,3,0,3,0,0,-3
"3978","Eliot, George","Middlemarch",4196,"San","location",0,0,3,0,0,3,0,3,0,0,-3
"3979","Eliot, George","Middlemarch",4197,NA,NA,0,1,0,0,1,0,1,0,0,0,1
"3980","Eliot, George","Middlemarch",4199,"Fred Vincy","person",0,3,0,0,0,3,0,0,0,0,-3
"3981","Eliot, George","Middlemarch",4199,"Mrs Garth","person",0,3,0,0,0,3,0,0,0,0,-3
"3982","Eliot, George","Middlemarch",4199,"Letty","location",0,3,0,0,0,3,0,0,0,0,-3
"3983","Eliot, George","Middlemarch",4200,"Mrs Garth","person",2,6,0,0,2,4,6,0,2,4,2
"3984","Eliot, George","Middlemarch",4200,"Mr Garth","person",2,6,0,0,2,4,6,0,2,4,2
"3985","Eliot, George","Middlemarch",4203,"Mrs Garth","person",0,1,0,0,2,1,2,1,0,1,1
"3986","Eliot, George","Middlemarch",4207,"Mr Garth","person",1,0,0,0,0,1,1,1,0,0,0
"3987","Eliot, George","Middlemarch",4209,"Mrs Garth","person",0,0,0,0,0,0,1,0,0,0,1
"3988","Eliot, George","Middlemarch",4210,"Fred Vincy","person",0,0,0,0,0,0,0,0,3,0,0
"3989","Eliot, George","Middlemarch",4210,"Alfred","person",0,0,0,0,0,0,0,0,3,0,0
"3990","Eliot, George","Middlemarch",4210,"Caleb Garth","person",0,0,0,0,0,0,0,0,3,0,0
"3991","Eliot, George","Middlemarch",4212,NA,NA,0,1,0,0,0,0,0,0,0,0,0
"3992","Eliot, George","Middlemarch",4216,"Fred Vincy","person",0,0,0,1,1,0,1,0,1,0,1
"3993","Eliot, George","Middlemarch",4217,"Fred Vincy","person",0,1,0,1,1,2,4,1,2,1,2
"3994","Eliot, George","Middlemarch",4218,"Mr Garth","person",1,0,1,2,0,2,0,1,0,0,-2
"3995","Eliot, George","Middlemarch",4219,"Mrs Garth","person",0,0,0,0,0,0,1,0,0,1,1
"3996","Eliot, George","Middlemarch",4220,"Bill","person",1,1,0,0,1,0,1,0,1,1,1
"3997","Eliot, George","Middlemarch",4221,NA,NA,0,0,0,0,0,1,0,1,0,0,-1
"3998","Eliot, George","Middlemarch",4223,NA,NA,2,1,2,1,2,2,2,2,1,2,0
"3999","Eliot, George","Middlemarch",4227,"Mrs Garth","person",0,0,1,3,0,1,2,0,0,2,1
"4000","Eliot, George","Middlemarch",4228,"Fred Vincy","person",1,1,0,0,1,1,2,1,1,3,1
"4001","Eliot, George","Middlemarch",4229,"Fred Vincy","person",2,0,0,2,0,2,0,2,0,0,-2
"4002","Eliot, George","Middlemarch",4229,"Mr Garth","person",2,0,0,2,0,2,0,2,0,0,-2
"4003","Eliot, George","Middlemarch",4230,"Caleb Garth","person",0,1,0,0,0,1,0,1,0,0,-1
"4004","Eliot, George","Middlemarch",4231,NA,NA,0,0,0,0,0,0,0,0,0,1,0
"4005","Eliot, George","Middlemarch",4233,NA,NA,0,0,0,0,0,0,0,0,0,1,0
"4006","Eliot, George","Middlemarch",4235,"Nice","location",8,4,0,4,0,8,0,4,0,0,-8
"4007","Eliot, George","Middlemarch",4235,"Fred Vincy","person",8,4,0,4,0,8,0,4,0,0,-8
"4008","Eliot, George","Middlemarch",4235,"Mrs Garth","person",8,4,0,4,0,8,0,4,0,0,-8
"4009","Eliot, George","Middlemarch",4235,"Alfred","person",8,4,0,4,0,8,0,4,0,0,-8
"4010","Eliot, George","Middlemarch",4236,"Mary Garth","person",0,2,0,1,1,1,1,1,0,2,0
"4011","Eliot, George","Middlemarch",4237,NA,NA,0,1,0,1,1,0,1,0,1,0,1
"4012","Eliot, George","Middlemarch",4238,"Fred Vincy","person",4,0,0,0,0,8,0,0,0,0,-8
